logFC	logCPM	F	PValue	FDR
jcf7180000350225_17701_18000	-2.98456630455901	3.20629286206716	80.9480779452904	1.77140739618612e-08	0.00078882352677711
jcf7180000366774_7501_7800	-3.62938358408916	2.44668291296715	76.1989516748079	2.8869176750656e-08	0.000885279872487403
jcf7180000350103_46701_46900	-5.18172456590026	2.13268813565956	84.0849623266121	5.33613025205235e-08	0.001091722699789
jcf7180000393977_11901_12100	-2.68865925112647	2.47848435928357	67.485368446635	7.564816075619e-08	0.00135422973380708
jcf7180000413692_66001_66200	-3.4467506151972	1.18592834567121	65.3541778767653	9.71777188193074e-08	0.00162743860796137
jcf7180000421883_37001_37400	-3.02410795244945	3.38618242129396	61.9509645228625	1.47045036084372e-07	0.00188922139629123
jcf7180000381711_2401_2700	-5.18635101676347	2.96241460974438	61.5268868633961	1.5595276775833e-07	0.00188922139629123
jcf7180000413722_94001_94200	-8.13307391728037	2.13370170393836	60.1113831659254	1.86324419125383e-07	0.00188922139629123
jcf7180000351997_16101_16800	-2.66724271761168	3.75274774791291	59.692172816585	1.95218759024361e-07	0.00188922139629123
jcf7180000362282_6901_7700	-3.41304957449986	2.39950157419466	59.2484457676112	2.07281406464051e-07	0.00191519327126705
jcf7180000347850_53501_54000	-2.87117051376696	2.82337766062074	56.7317798411627	2.86925356072738e-07	0.00210726074266272
jcf7180000351298_11301_11500	-3.95651237109577	1.6289456854581	54.3717516104883	3.96786256437229e-07	0.00247849226121633
jcf7180000413244_416501_417100	-3.93495685542776	2.64229274379814	53.6075276466517	4.40764890011243e-07	0.00268610564151597
jcf7180000378811_10801_11700	-2.35962907030571	2.83851680461669	53.3620793894722	4.53252006806589e-07	0.00270465859486648
jcf7180000347051_85201_85800	-3.18636715147429	3.51058601678768	51.4904618045241	5.93256142361322e-07	0.00292973408772632
jcf7180000347059_116401_116900	-3.12572389975159	3.11954629410696	49.8902018530415	7.47132125406529e-07	0.00334414848698373
jcf7180000353336_101901_102500	-4.78900262269013	0.546745230511735	49.8266178081129	7.54093568029558e-07	0.00334414848698373
jcf7180000392876_26701_27000	-4.51283307951549	0.528480384967834	49.4362333947672	7.93926889276828e-07	0.00334414848698373
jcf7180000358083_31801_32900	-2.53616227909798	3.96916158414315	48.6663654140411	8.8954506031115e-07	0.00349027017794167
jcf7180000417109_97201_97400	-3.19596890869576	1.68932051456681	47.6389754578769	1.0426856391688e-06	0.00387861453987274
jcf7180000351287_76201_76400	-4.87743893344717	0.460241268612024	47.2851184067773	1.09449412115357e-06	0.00391782520936225
jcf7180000347063_514801_514900	-4.72418820139264	0.916686955594474	47.2616399141296	1.10437748774921e-06	0.00391782520936225
jcf7180000421883_44101_44400	-3.44291102497638	0.454971702661609	47.0442572793135	1.13529622688178e-06	0.00391782520936225
jcf7180000385254_14801_15000	-3.75774325170757	1.08454775932087	46.9565901440521	1.1567844520478e-06	0.00394445595531779
jcf7180000352207_104301_104500	-2.66257716157988	1.63886443124971	46.1615610257989	1.29977326448279e-06	0.00404678370918854
jcf7180000349679_301_600	-2.57933554281191	0.552916807493517	46.0108031863005	1.33040349936079e-06	0.00404678370918854
jcf7180000358946_51701_51800	-3.24953333341487	1.20880928873314	45.9073325187252	1.35188555478325e-06	0.00404678370918854
jcf7180000418205_16301_16500	-3.16583277390102	1.64669007789572	45.8466888242099	1.36875488951469e-06	0.00404678370918854
jcf7180000417355_22201_22800	-2.59644549604395	2.95529324422533	45.8033248870682	1.37386440707331e-06	0.00404678370918854
jcf7180000357677_56201_57200	-2.31761467499031	3.02684394675289	45.5323986734136	1.43298505892317e-06	0.00408874725479751
jcf7180000417423_181001_181100	-3.83554150423153	0.969973218384216	44.7959809074805	1.61664455695925e-06	0.00436062888674009
jcf7180000353178_13401_13600	-2.53837845479248	2.05813917181156	44.6828578319927	1.63728812278001e-06	0.00436062888674009
jcf7180000348765_29101_29600	-2.35127650282911	2.03828506364078	44.3428710295332	1.72786170597445e-06	0.00450545902978989
jcf7180000417094_1020701_1020800	-6.48084763082913	0.45858158763228	44.0599129180508	1.81666321700412e-06	0.0046459053147932
jcf7180000417423_38201_38800	-3.68520618832757	2.49760660143722	43.9852619769049	1.83842374773398e-06	0.00465994866187787
jcf7180000350306_51401_51600	-3.45878993245235	1.26567470664694	43.2319677843848	2.06965080068079e-06	0.00511037818867756
jcf7180000352083_17201_17900	-2.42490356103708	1.78913960731881	42.761618790598	2.22822714389187e-06	0.00533144684350682
jcf7180000348861_12501_12600	-5.84557625581485	1.8448798940041	42.6863717507674	2.26687598519612e-06	0.00533144684350682
jcf7180000356645_33101_33200	-8.11113763090245	0.913858352115212	51.0868852263739	2.28773623184236e-06	0.00533144684350682
jcf7180000392887_186901_187200	-5.61914021416056	1.94585878157343	42.5558356722342	2.31567835478206e-06	0.00533144684350682
jcf7180000355769_15801_16000	-2.85096009420603	1.4007780099106	42.1960861052496	2.44431672557241e-06	0.00533144684350682
jcf7180000417494_126901_127200	-2.71761937166358	2.14201686134715	42.1847332541712	2.44888438088876e-06	0.00533144684350682
jcf7180000421987_25601_26200	-2.42233639825973	3.55347082645481	42.1585093441845	2.45947114300227e-06	0.00533144684350682
jcf7180000354237_12701_12800	-5.55340100820596	1.234719604654	42.1723465599645	2.46586639566694e-06	0.00533144684350682
jcf7180000377625_20901_21300	-4.33321449771023	2.81638728984331	42.0671629045247	2.50891113170099e-06	0.00533144684350682
jcf7180000350826_31901_32100	-7.00689923431545	0.913390399082759	45.4784238343073	2.52263209839634e-06	0.00533144684350682
jcf7180000359703_14601_15000	-3.98688087232273	0.600613610341709	42.0049132869397	2.52325124015554e-06	0.00533144684350682
jcf7180000363572_38201_38900	-2.80862872015437	1.97834344388721	41.8872777732137	2.57793113860977e-06	0.00533276174784051
jcf7180000351910_26701_27000	-4.21454013313586	1.34282085413604	41.8090848385512	2.61807147739525e-06	0.0053563311361135
jcf7180000359569_1201_1800	-4.45436415764538	3.74324362603337	41.7179177383744	2.65787381778865e-06	0.0053991973333883
jcf7180000359010_35401_35700	-3.23461483014689	1.81272350246452	41.5696390818782	2.72404046135355e-06	0.00544023389415239
jcf7180000392887_24001_24200	-3.15484496019217	0.537055807445061	41.3133082922213	2.82919344163143e-06	0.00551263530548413
jcf7180000348837_7701_8600	-3.30622793141181	1.46865542441247	41.2342472134905	2.88049291267511e-06	0.00557466853715401
jcf7180000358374_11801_12100	-3.04939521641411	0.166141256098713	40.9656695699847	2.99867621685678e-06	0.00569493423953646
jcf7180000417594_53001_53900	-3.50164046262771	2.90012429225377	40.9867535346601	3.00228354928134e-06	0.00569493423953646
jcf7180000349197_49101_49600	-3.21938142397933	1.35800980482397	40.6485958362645	3.16303965080147e-06	0.00588298674065009
jcf7180000392706_197801_198000	-4.53148650977206	3.38946046004902	40.5694836660098	3.22065897551936e-06	0.00591611992087789
jcf7180000392748_73701_74100	-2.86411986623568	1.57780849657988	40.3578156940068	3.32461709233999e-06	0.00599667841096244
jcf7180000420654_57701_58100	-2.53821914508447	2.02324446314677	40.3242039796969	3.34151972569953e-06	0.00599667841096244
jcf7180000417423_17901_18200	-2.84620737535355	0.852114937702725	40.1085993680742	3.46626566566737e-06	0.00609877245187508
jcf7180000394854_65401_66600	-2.41302246131967	3.0595048299555	39.9912673332958	3.53629957884962e-06	0.00612743484647707
jcf7180000349795_31201_31500	-3.64738191443183	1.50271854147029	39.9310331230539	3.58940484116566e-06	0.00612743484647707
jcf7180000417278_8101_8300	-4.07036991507539	2.85502551806738	39.9124820570761	3.60079225497236e-06	0.00612743484647707
jcf7180000353336_101001_101700	-2.81067640955669	1.65109102650518	39.8618488275675	3.61535919817135e-06	0.00612743484647707
jcf7180000417246_140201_140700	-2.50699930364477	2.77425527096062	39.6706789360684	3.74169511085881e-06	0.00628141744577709
jcf7180000357555_20901_21300	-2.25608056888296	3.18838625010341	39.645777345446	3.75172475573388e-06	0.00628141744577709
jcf7180000350640_72201_72400	-4.75345198152252	2.40978030729048	39.6411014673553	3.77200403828431e-06	0.00628141744577709
jcf7180000417814_66701_67000	-2.85207709482565	2.65926485985385	39.5620860345712	3.82352419230266e-06	0.00630724305831627
jcf7180000393082_217401_217700	-6.42552936729521	2.56669567967737	39.5165390515316	3.85357363378923e-06	0.00630724305831627
jcf7180000377623_20501_21000	-3.36271396818204	2.1092440521054	39.4056147776866	3.92784871678547e-06	0.00635161874995928
jcf7180000350388_1_600	-3.13220723006713	1.21971057668658	39.3181976897621	3.96938750970653e-06	0.00635161874995928
jcf7180000358953_11801_12100	-3.92814616390099	1.92408059748425	39.0014507938419	4.21211113043707e-06	0.00657224465252031
jcf7180000413301_213101_213400	-3.46834365526715	3.76524977152268	38.9082571294855	4.28082343978098e-06	0.00657224465252031
jcf7180000421172_132001_132200	-4.62232347536386	2.17127082074016	38.8685451394541	4.31047747991258e-06	0.00657224465252031
