category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0015700	arsenite transport	9	HELPU_004121	5.49162469429973	6.3e-05	10.2105875501884
BP	GO:0015700	arsenite transport	9	HELPU_005545	4.12669161937963	6.3e-05	10.2105875501884
BP	GO:0015700	arsenite transport	9	HELPU_010826	3.56461767350869	6.3e-05	10.2105875501884
BP	GO:0015700	arsenite transport	9	HELPU_013565	4.50146002014648	6.3e-05	10.2105875501884
BP	GO:0015700	arsenite transport	9	HELPU_015581	4.40357816711131	6.3e-05	10.2105875501884
BP	GO:0015700	arsenite transport	9	HELPU_019980	1.24925980529254	6.3e-05	10.2105875501884
BP	GO:0015700	arsenite transport	9	HELPU_021107	4.97820439644571	6.3e-05	10.2105875501884
BP	GO:0015700	arsenite transport	9	HELPU_021127	5.55758927376819	6.3e-05	10.2105875501884
BP	GO:0015700	arsenite transport	9	HELPU_021453	-3.24126299938695	6.3e-05	10.2105875501884
BP	GO:0006624	vacuolar protein processing	7	HELPU_001311	4.20649945881274	0.00014	10.0265075619206
BP	GO:0006624	vacuolar protein processing	7	HELPU_011197	3.83893154560399	0.00014	10.0265075619206
BP	GO:0006624	vacuolar protein processing	7	HELPU_015164	7.68540468893677	0.00014	10.0265075619206
BP	GO:0006624	vacuolar protein processing	7	HELPU_016054	1.90026226635944	0.00014	10.0265075619206
BP	GO:0006624	vacuolar protein processing	7	HELPU_018512	2.26113927143514	0.00014	10.0265075619206
BP	GO:0006624	vacuolar protein processing	7	HELPU_019228	1.90026226635944	0.00014	10.0265075619206
BP	GO:0006624	vacuolar protein processing	7	HELPU_020203	4.73514602984289	0.00014	10.0265075619206
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_000743	1.64764028122886	0.00015	-2.61660590688892
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_003092	-2.64692077136888	0.00015	-2.61660590688892
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_006896	-3.50087282355786	0.00015	-2.61660590688892
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_007558	1.65086811136952	0.00015	-2.61660590688892
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_007888	-1.53805093120002	0.00015	-2.61660590688892
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_011765	6.86790447159347	0.00015	-2.61660590688892
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_014840	-3.73884959784735	0.00015	-2.61660590688892
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_017879	-1.26489810721344	0.00015	-2.61660590688892
BP	GO:0030026	intracellular manganese ion homeostasis	9	HELPU_020138	-5.32663835367107	0.00015	-2.61660590688892
BP	GO:0009686	gibberellin biosynthetic process	13	HELPU_000811	5.85538227709311	0.00032	3.63155482530035
