category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0009627	systemic acquired resistance	37	HELPU_000213	-6.39843611309757	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_000452	2.90785539280545	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_000744	6.34360615672787	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_000923	3.79847479141439	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_000925	1.71256476683662	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_001276	-4.04179487827351	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_002072	5.73974146221714	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_002529	3.76041049459823	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_002952	1.66104439994295	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_003413	1.00703563859056	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_003661	3.07387053868855	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_004147	-2.36068452211209	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_005300	-3.27140985114686	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_005372	7.93024949718584	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_006786	1.73656888195517	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_008272	4.42319716240808	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_009584	3.48187329333458	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_009884	-4.72520135448698	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_010090	1.69144455177752	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_011134	-6.61346214632062	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_011216	1.57802614906495	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_011232	-5.09275237255847	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_011522	1.66104303680919	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_012860	2.59254110935797	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_013944	1.73513786684195	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_013980	-2.6635642747032	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_015128	2.84416045004664	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_016488	2.59421985573285	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_016561	-2.30035951943587	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_017324	-6.61346214632062	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_017536	2.24886416894359	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_019320	1.47635388958982	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_019474	2.45462539680872	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_019871	-3.16973003993876	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_020322	-2.30545071503938	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_021522	6.81381162174947	0.00017	3.06984520459042
BP	GO:0009627	systemic acquired resistance	37	HELPU_022346	-7.03727325569587	0.00017	3.06984520459042
BP	GO:0009911	positive regulation of flower developmen...	28	HELPU_000263	1.70575705066999	0.00026	4.06696508805023
