category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0080170	hydrogen peroxide transmembrane transpor...	3	HELPU_009599	1.64289974093433	0.00331	0.35561092161736
BP	GO:0080170	hydrogen peroxide transmembrane transpor...	3	HELPU_019980	3.47009177394425	0.00331	0.35561092161736
BP	GO:0002229	defense response to oomycetes	6	HELPU_001984	-1.9366441281948	0.00333	-2.38492576213685
BP	GO:0002229	defense response to oomycetes	6	HELPU_003592	-2.06293483444726	0.00333	-2.38492576213685
BP	GO:0002229	defense response to oomycetes	6	HELPU_009885	2.67563515047007	0.00333	-2.38492576213685
BP	GO:0002229	defense response to oomycetes	6	HELPU_014914	4.61597128030579	0.00333	-2.38492576213685
BP	GO:0002229	defense response to oomycetes	6	HELPU_017324	-4.92834834249767	0.00333	-2.38492576213685
BP	GO:0002229	defense response to oomycetes	6	HELPU_022127	-4.20553031728971	0.00333	-2.38492576213685
BP	GO:1902459	positive regulation of stem cell populat...	2	HELPU_016519	6.41482476208844	0.00505	0.21145092647292
BP	GO:1902459	positive regulation of stem cell populat...	2	HELPU_018186	-6.11578799409408	0.00505	0.21145092647292
BP	GO:2000122	negative regulation of stomatal complex ...	2	HELPU_008882	-2.60296326350499	0.00797	-0.849695864590798
BP	GO:2000122	negative regulation of stomatal complex ...	2	HELPU_014622	1.40131184790835	0.00797	-0.849695864590798
BP	GO:0006145	purine nucleobase catabolic process	2	HELPU_007025	-2.5295338743995	0.00797	-1.23921641964622
BP	GO:0006145	purine nucleobase catabolic process	2	HELPU_011716	0.777017207020381	0.00797	-1.23921641964622
BP	GO:0010193	response to ozone	5	HELPU_001984	-1.9366441281948	0.00939	-0.382048721826342
BP	GO:0010193	response to ozone	5	HELPU_009885	2.67563515047007	0.00939	-0.382048721826342
BP	GO:0010193	response to ozone	5	HELPU_014914	4.61597128030579	0.00939	-0.382048721826342
BP	GO:0010193	response to ozone	5	HELPU_016286	-2.00371889801196	0.00939	-0.382048721826342
BP	GO:0010193	response to ozone	5	HELPU_022127	-4.20553031728971	0.00939	-0.382048721826342
BP	GO:0071732	cellular response to nitric oxide	2	HELPU_003592	-2.06293483444726	0.00965	-4.96532720825217
BP	GO:0071732	cellular response to nitric oxide	2	HELPU_006831	-4.95909824508309	0.00965	-4.96532720825217
BP	GO:0042631	cellular response to water deprivation	5	HELPU_001238	-1.78184790095234	0.00981	4.0638832880355
BP	GO:0042631	cellular response to water deprivation	5	HELPU_009382	4.6888932616743	0.00981	4.0638832880355
BP	GO:0042631	cellular response to water deprivation	5	HELPU_009885	2.67563515047007	0.00981	4.0638832880355
BP	GO:0042631	cellular response to water deprivation	5	HELPU_012438	-1.11153250682508	0.00981	4.0638832880355
BP	GO:0042631	cellular response to water deprivation	5	HELPU_014914	4.61597128030579	0.00981	4.0638832880355
BP	GO:0010466	negative regulation of peptidase activit...	2	HELPU_002260	-3.73098037269785	0.01147	-1.7891302724999
BP	GO:0010466	negative regulation of peptidase activit...	2	HELPU_003132	1.20076807647622	0.01147	-1.7891302724999
BP	GO:0009627	systemic acquired resistance	8	HELPU_005300	-3.57484784474529	0.01159	-4.40368942366468
BP	GO:0009627	systemic acquired resistance	8	HELPU_007303	-7.21291245068326	0.01159	-4.40368942366468
BP	GO:0009627	systemic acquired resistance	8	HELPU_010090	1.89647958161422	0.01159	-4.40368942366468
BP	GO:0009627	systemic acquired resistance	8	HELPU_010625	-1.40029746655726	0.01159	-4.40368942366468
BP	GO:0009627	systemic acquired resistance	8	HELPU_012860	3.46191768462041	0.01159	-4.40368942366468
BP	GO:0009627	systemic acquired resistance	8	HELPU_017324	-4.92834834249767	0.01159	-4.40368942366468
BP	GO:0009627	systemic acquired resistance	8	HELPU_021931	3.50802454068747	0.01159	-4.40368942366468
BP	GO:0009627	systemic acquired resistance	8	HELPU_022127	-4.20553031728971	0.01159	-4.40368942366468
BP	GO:0006265	DNA topological change	2	HELPU_014284	1.36354540754015	0.01344	1.9242525594619
BP	GO:0006265	DNA topological change	2	HELPU_014285	1.35775865948201	0.01344	1.9242525594619
BP	GO:0015727	lactate transport	1	HELPU_019980	3.47009177394425	0.01383	3.47009177394425
BP	GO:1902553	positive regulation of catalase activity	1	HELPU_021234	-0.762581519906739	0.01383	-0.762581519906739
BP	GO:0042908	xenobiotic transport	4	HELPU_009885	2.67563515047007	0.01873	5.03889692168432
BP	GO:0042908	xenobiotic transport	4	HELPU_014914	4.61597128030579	0.01873	5.03889692168432
BP	GO:0042908	xenobiotic transport	4	HELPU_015999	0.59540971715282	0.01873	5.03889692168432
BP	GO:0042908	xenobiotic transport	4	HELPU_016931	2.19077769543996	0.01873	5.03889692168432
BP	GO:0055062	phosphate ion homeostasis	3	HELPU_000743	3.25261229289057	0.01891	1.5420062548192
BP	GO:0055062	phosphate ion homeostasis	3	HELPU_001377	1.63024357631969	0.01891	1.5420062548192
BP	GO:0055062	phosphate ion homeostasis	3	HELPU_014534	-2.2120226902744	0.01891	1.5420062548192
BP	GO:0033617	mitochondrial cytochrome c oxidase assem...	2	HELPU_009472	-6.39840421268599	0.02012	2.78607585574069
BP	GO:0033617	mitochondrial cytochrome c oxidase assem...	2	HELPU_017477	10.3385104736747	0.02012	2.78607585574069
BP	GO:0010030	positive regulation of seed germination	3	HELPU_003132	1.20076807647622	0.0228	2.85898375860361
BP	GO:0010030	positive regulation of seed germination	3	HELPU_003592	-2.06293483444726	0.0228	2.85898375860361
BP	GO:0010030	positive regulation of seed germination	3	HELPU_016521	5.81407188588672	0.0228	2.85898375860361
BP	GO:0090333	regulation of stomatal closure	5	HELPU_006155	2.35771278310975	0.02643	1.22367381751491
BP	GO:0090333	regulation of stomatal closure	5	HELPU_006831	-4.95909824508309	0.02643	1.22367381751491
BP	GO:0090333	regulation of stomatal closure	5	HELPU_012657	0.94006283846191	0.02643	1.22367381751491
BP	GO:0090333	regulation of stomatal closure	5	HELPU_014328	8.60307077905114	0.02643	1.22367381751491
BP	GO:0090333	regulation of stomatal closure	5	HELPU_022127	-4.20553031728971	0.02643	1.22367381751491
BP	GO:0072489	methylammonium transmembrane transport	1	HELPU_007673	-4.49705533091092	0.02748	-4.49705533091092
BP	GO:0006824	cobalt ion transport	1	HELPU_019622	-4.04785511211175	0.02748	-4.04785511211175
BP	GO:1903647	negative regulation of chlorophyll catab...	1	HELPU_010263	1.29374126769584	0.02748	1.29374126769584
BP	GO:0062034	L-pipecolic acid biosynthetic process	1	HELPU_010090	1.89647958161422	0.02748	1.89647958161422
BP	GO:0006435	threonyl-tRNA aminoacylation	1	HELPU_013887	-0.938271910476008	0.02748	-0.938271910476008
BP	GO:0006069	ethanol oxidation	1	HELPU_000385	-1.38081631709757	0.02748	-1.38081631709757
BP	GO:2000604	negative regulation of secondary growth	1	HELPU_012622	-8.51779429544749	0.02748	-8.51779429544749
BP	GO:0035444	nickel cation transmembrane transport	1	HELPU_019622	-4.04785511211175	0.02748	-4.04785511211175
BP	GO:0055068	cobalt ion homeostasis	1	HELPU_019622	-4.04785511211175	0.02748	-4.04785511211175
BP	GO:0033473	indoleacetic acid conjugate metabolic pr...	1	HELPU_012860	3.46191768462041	0.02748	3.46191768462041
BP	GO:0019236	response to pheromone	1	HELPU_012657	0.94006283846191	0.02748	0.94006283846191
BP	GO:0006784	heme A biosynthetic process	1	HELPU_011893	2.21167700445036	0.02748	2.21167700445036
BP	GO:0009787	regulation of abscisic acid-activated si...	8	HELPU_005658	-1.30089761071967	0.02801	-0.438238598046374
BP	GO:0009787	regulation of abscisic acid-activated si...	8	HELPU_006831	-4.95909824508309	0.02801	-0.438238598046374
BP	GO:0009787	regulation of abscisic acid-activated si...	8	HELPU_007558	3.20977735831798	0.02801	-0.438238598046374
BP	GO:0009787	regulation of abscisic acid-activated si...	8	HELPU_009951	-1.70338808511728	0.02801	-0.438238598046374
BP	GO:0009787	regulation of abscisic acid-activated si...	8	HELPU_013365	1.42001230969535	0.02801	-0.438238598046374
BP	GO:0009787	regulation of abscisic acid-activated si...	8	HELPU_016340	-0.593560134540099	0.02801	-0.438238598046374
BP	GO:0009787	regulation of abscisic acid-activated si...	8	HELPU_017336	8.08201353397173	0.02801	-0.438238598046374
BP	GO:0009787	regulation of abscisic acid-activated si...	8	HELPU_018040	-5.39438506435003	0.02801	-0.438238598046374
BP	GO:0006826	iron ion transport	6	HELPU_005866	-1.50823153685411	0.0298	-4.33180123064761
BP	GO:0006826	iron ion transport	6	HELPU_007558	3.20977735831798	0.0298	-4.33180123064761
BP	GO:0006826	iron ion transport	6	HELPU_007888	-1.42105462210886	0.0298	-4.33180123064761
BP	GO:0006826	iron ion transport	6	HELPU_011369	-3.78286869013493	0.0298	-4.33180123064761
BP	GO:0006826	iron ion transport	6	HELPU_012770	-3.0604700793552	0.0298	-4.33180123064761
BP	GO:0006826	iron ion transport	6	HELPU_019622	-4.04785511211175	0.0298	-4.33180123064761
BP	GO:0055070	copper ion homeostasis	2	HELPU_009472	-6.39840421268599	0.03073	2.78607585574069
BP	GO:0055070	copper ion homeostasis	2	HELPU_017477	10.3385104736747	0.03073	2.78607585574069
BP	GO:0071421	manganese ion transmembrane transport	2	HELPU_007558	3.20977735831798	0.03073	1.26481797643602
BP	GO:0071421	manganese ion transmembrane transport	2	HELPU_007888	-1.42105462210886	0.03073	1.26481797643602
BP	GO:0071805	potassium ion transmembrane transport	4	HELPU_002923	1.17437796058815	0.03168	4.35943662936483
BP	GO:0071805	potassium ion transmembrane transport	4	HELPU_013676	0.985277503936862	0.03168	4.35943662936483
BP	GO:0071805	potassium ion transmembrane transport	4	HELPU_014328	8.60307077905114	0.03168	4.35943662936483
BP	GO:0071805	potassium ion transmembrane transport	4	HELPU_019349	-2.04385298484649	0.03168	4.35943662936483
BP	GO:0009294	DNA-mediated transformation	4	HELPU_016519	6.41482476208844	0.03619	0.318500801859445
BP	GO:0009294	DNA-mediated transformation	4	HELPU_018186	-6.11578799409408	0.03619	0.318500801859445
BP	GO:0009294	DNA-mediated transformation	4	HELPU_019349	-2.04385298484649	0.03619	0.318500801859445
BP	GO:0009294	DNA-mediated transformation	4	HELPU_022173	2.38181782057102	0.03619	0.318500801859445
BP	GO:0009694	jasmonic acid metabolic process	3	HELPU_001069	-2.81167431770307	0.03663	-0.781429462219051
BP	GO:0009694	jasmonic acid metabolic process	3	HELPU_012860	3.46191768462041	0.03663	-0.781429462219051
BP	GO:0009694	jasmonic acid metabolic process	3	HELPU_016286	-2.00371889801196	0.03663	-0.781429462219051
BP	GO:0016558	protein import into peroxisome matrix	2	HELPU_011953	-3.9232193200383	0.03983	0.994574094678367
BP	GO:0016558	protein import into peroxisome matrix	2	HELPU_013660	5.32975949351739	0.03983	0.994574094678367
BP	GO:0015692	lead ion transport	2	HELPU_009885	2.67563515047007	0.03983	5.15594435294505
BP	GO:0015692	lead ion transport	2	HELPU_014914	4.61597128030579	0.03983	5.15594435294505
BP	GO:0090693	plant organ senescence	8	HELPU_001984	-1.9366441281948	0.04059	-5.55378870107115
BP	GO:0090693	plant organ senescence	8	HELPU_003592	-2.06293483444726	0.04059	-5.55378870107115
BP	GO:0090693	plant organ senescence	8	HELPU_013617	-2.0976886620749	0.04059	-5.55378870107115
BP	GO:0090693	plant organ senescence	8	HELPU_014230	-4.22907552343589	0.04059	-5.55378870107115
BP	GO:0090693	plant organ senescence	8	HELPU_016519	6.41482476208844	0.04059	-5.55378870107115
BP	GO:0090693	plant organ senescence	8	HELPU_018186	-6.11578799409408	0.04059	-5.55378870107115
BP	GO:0090693	plant organ senescence	8	HELPU_021980	-1.47564990977034	0.04059	-5.55378870107115
BP	GO:0090693	plant organ senescence	8	HELPU_022127	-4.20553031728971	0.04059	-5.55378870107115
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_000263	3.91737043257051	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_001110	-3.00757653395026	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_006045	-1.47495917864193	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_006155	2.35771278310975	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_009599	1.64289974093433	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_010917	-8.57129991931408	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_013676	0.985277503936862	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_014328	8.60307077905114	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_015091	0.52742865481896	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_015673	6.51418438062019	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_015942	-7.36927748930231	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_017323	-2.42880015418455	0.04073	0.846112116321112
BP	GO:0060560	developmental growth involved in morphog...	13	HELPU_018584	1.35466962053851	0.04073	0.846112116321112
BP	GO:0046110	xanthine metabolic process	1	HELPU_007025	-2.5295338743995	0.04093	-2.5295338743995
BP	GO:0009301	snRNA transcription	1	HELPU_019947	6.14784681504338	0.04093	6.14784681504338
BP	GO:0010067	procambium histogenesis	2	HELPU_012622	-8.51779429544749	0.04306	-5.06509403211282
BP	GO:0010067	procambium histogenesis	2	HELPU_018584	1.35466962053851	0.04306	-5.06509403211282
BP	GO:2000022	regulation of jasmonic acid mediated sig...	3	HELPU_001984	-1.9366441281948	0.04622	-1.69302024764647
BP	GO:2000022	regulation of jasmonic acid mediated sig...	3	HELPU_007558	3.20977735831798	0.04622	-1.69302024764647
BP	GO:2000022	regulation of jasmonic acid mediated sig...	3	HELPU_022127	-4.20553031728971	0.04622	-1.69302024764647
BP	GO:0010431	seed maturation	4	HELPU_004403	0.710159290948115	0.04628	-0.347096013087403
BP	GO:0010431	seed maturation	4	HELPU_009951	-1.70338808511728	0.04628	-0.347096013087403
BP	GO:0010431	seed maturation	4	HELPU_016519	6.41482476208844	0.04628	-0.347096013087403
BP	GO:0010431	seed maturation	4	HELPU_018186	-6.11578799409408	0.04628	-0.347096013087403
BP	GO:0015914	phospholipid transport	2	HELPU_005639	-4.54667075124361	0.04639	-2.41737565656132
BP	GO:0015914	phospholipid transport	2	HELPU_016839	1.12798531238403	0.04639	-2.41737565656132
BP	GO:0000302	response to reactive oxygen species	14	HELPU_000385	-1.38081631709757	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_000424	0.632357169247874	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_001984	-1.9366441281948	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_002449	-4.81118518392753	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_006831	-4.95909824508309	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_007025	-2.5295338743995	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_008725	-1.835122812033	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_009382	4.6888932616743	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_009885	2.67563515047007	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_014914	4.61597128030579	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_016286	-2.00371889801196	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_017731	-3.38602024588501	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_021822	-3.09909109972819	0.04693	-4.68613302808841
BP	GO:0000302	response to reactive oxygen species	14	HELPU_022127	-4.20553031728971	0.04693	-4.68613302808841
BP	GO:0010205	photoinhibition	2	HELPU_015500	4.76665642699129	0.04981	-0.443871176221356
BP	GO:0010205	photoinhibition	2	HELPU_018040	-5.39438506435003	0.04981	-0.443871176221356
BP	GO:0006398	mRNA 3'-end processing by stem-loop bind...	1	HELPU_020580	-2.65060766062138	0.0542	-2.65060766062138
BP	GO:0000256	allantoin catabolic process	1	HELPU_011716	0.777017207020381	0.0542	0.777017207020381
BP	GO:0042742	defense response to bacterium	19	HELPU_001984	-1.9366441281948	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_002449	-4.81118518392753	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_003592	-2.06293483444726	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_005300	-3.57484784474529	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_007673	-4.49705533091092	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_008725	-1.835122812033	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_008882	-2.60296326350499	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_010090	1.89647958161422	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_011375	-3.86169618178223	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_011378	-6.47262581800625	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_014622	1.40131184790835	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_016519	6.41482476208844	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_017324	-4.92834834249767	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_017731	-3.38602024588501	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_018186	-6.11578799409408	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_018634	-3.123196908849	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_021161	-1.20074284534412	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_021980	-1.47564990977034	0.05539	-10.6397822868541
BP	GO:0042742	defense response to bacterium	19	HELPU_022127	-4.20553031728971	0.05539	-10.6397822868541
BP	GO:0009626	plant-type hypersensitive response	5	HELPU_002923	1.17437796058815	0.05584	-2.62113424944994
BP	GO:0009626	plant-type hypersensitive response	5	HELPU_009135	-2.60324609307039	0.05584	-2.62113424944994
BP	GO:0009626	plant-type hypersensitive response	5	HELPU_010090	1.89647958161422	0.05584	-2.62113424944994
BP	GO:0009626	plant-type hypersensitive response	5	HELPU_010625	-1.40029746655726	0.05584	-2.62113424944994
BP	GO:0009626	plant-type hypersensitive response	5	HELPU_017324	-4.92834834249767	0.05584	-2.62113424944994
BP	GO:0080168	abscisic acid transport	2	HELPU_009885	2.67563515047007	0.06058	5.15594435294505
BP	GO:0080168	abscisic acid transport	2	HELPU_014914	4.61597128030579	0.06058	5.15594435294505
BP	GO:0006730	one-carbon metabolic process	2	HELPU_011936	-9.70396416515971	0.06433	-7.78739429778194
BP	GO:0006730	one-carbon metabolic process	2	HELPU_014110	-1.30907446631042	0.06433	-7.78739429778194
BP	GO:0070482	response to oxygen levels	6	HELPU_000385	-1.38081631709757	0.06644	0.29099820824613
BP	GO:0070482	response to oxygen levels	6	HELPU_010090	1.89647958161422	0.06644	0.29099820824613
BP	GO:0070482	response to oxygen levels	6	HELPU_015673	6.51418438062019	0.06644	0.29099820824613
BP	GO:0070482	response to oxygen levels	6	HELPU_017207	-5.71797058044998	0.06644	0.29099820824613
BP	GO:0070482	response to oxygen levels	6	HELPU_019980	3.47009177394425	0.06644	0.29099820824613
BP	GO:0070482	response to oxygen levels	6	HELPU_022596	-4.06917171236393	0.06644	0.29099820824613
BP	GO:0071398	cellular response to fatty acid	5	HELPU_001984	-1.9366441281948	0.06678	-3.83270090739443
BP	GO:0071398	cellular response to fatty acid	5	HELPU_003592	-2.06293483444726	0.06678	-3.83270090739443
BP	GO:0071398	cellular response to fatty acid	5	HELPU_005300	-3.57484784474529	0.06678	-3.83270090739443
BP	GO:0071398	cellular response to fatty acid	5	HELPU_007558	3.20977735831798	0.06678	-3.83270090739443
BP	GO:0071398	cellular response to fatty acid	5	HELPU_022127	-4.20553031728971	0.06678	-3.83270090739443
BP	GO:1903800	positive regulation of miRNA processing	1	HELPU_018401	-1.38203302826411	0.06729	-1.38203302826411
BP	GO:0042554	superoxide anion generation	1	HELPU_007025	-2.5295338743995	0.06729	-2.5295338743995
BP	GO:0006516	glycoprotein catabolic process	1	HELPU_014337	-6.57361676401241	0.06729	-6.57361676401241
BP	GO:0032147	activation of protein kinase activity	1	HELPU_013126	1.10788623120391	0.06729	1.10788623120391
BP	GO:0098734	macromolecule depalmitoylation	1	HELPU_016811	-4.04404375707957	0.06729	-4.04404375707957
BP	GO:0070301	cellular response to hydrogen peroxide	2	HELPU_006831	-4.95909824508309	0.06816	-0.191063776078754
BP	GO:0070301	cellular response to hydrogen peroxide	2	HELPU_009382	4.6888932616743	0.06816	-0.191063776078754
BP	GO:0006952	defense response	43	HELPU_001069	-2.81167431770307	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_001110	-3.00757653395026	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_001984	-1.9366441281948	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_002449	-4.81118518392753	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_002923	1.17437796058815	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_002971	3.45169429335491	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_003592	-2.06293483444726	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_005300	-3.57484784474529	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_006504	-0.685665649922808	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_006831	-4.95909824508309	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_007303	-7.21291245068326	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_007673	-4.49705533091092	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_008447	0.819796993341356	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_008725	-1.835122812033	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_008882	-2.60296326350499	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_009135	-2.60324609307039	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_009885	2.67563515047007	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_010090	1.89647958161422	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_010625	-1.40029746655726	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_011375	-3.86169618178223	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_011378	-6.47262581800625	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_012860	3.46191768462041	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_013617	-2.0976886620749	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_014622	1.40131184790835	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_014914	4.61597128030579	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_015615	-1.98203921995012	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_016519	6.41482476208844	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_017207	-5.71797058044998	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_017324	-4.92834834249767	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_017731	-3.38602024588501	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_017781	3.04502013546837	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_018186	-6.11578799409408	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_018589	-1.78787105675864	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_018634	-3.123196908849	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_020938	4.10670692012665	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_021161	-1.20074284534412	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_021931	3.50802454068747	0.07125	-9.20737493631127
BP	GO:0006952	defense response	43	HELPU_021980	-1.47564990977034	0.07125	-9.20737493631127
