logFC	padj
HELPU_020171	2.90581769598212	0.0168477338072229
HELPU_015585	4.02242838030892	0.00147101301680015
HELPU_010279	2.19307549376032	0.0294139612599468
HELPU_015500	2.65889239512888	0.0134676355613557
HELPU_015501	2.4556734762719	0.00400743120745543
HELPU_014434	-9.16427915135216	0.0483365985113145
HELPU_014104	3.65207516598899	0.000353380221293237
HELPU_019778	-6.18606265454946	0.000714448588421468
HELPU_007146	-3.73333425024085	0.0241807657603767
HELPU_007140	-6.73352328065738	0.00303455920751877
HELPU_006384	5.86981568906625	0.00262111569439031
HELPU_015351	8.77796516689238	1.78828769207558e-05
HELPU_015352	4.82664576288701	0.000353380221293237
HELPU_002185	1.3165551335059	0.0180373083487704
HELPU_000962	-1.69031575135559	0.00341485450547773
HELPU_018649	5.32055978495233	2.3973349411287e-05
HELPU_023690	4.48705006523837	0.00553609618128096
HELPU_021161	-2.47319959110772	0.0465732686457146
HELPU_008526	-3.21387271812147	0.0313020161459784
HELPU_003628	2.11889528380821	0.0441334497352218
HELPU_006185	4.58378531870069	0.00173605519421022
HELPU_004631	-2.66230081185436	0.0375348912709549
HELPU_014138	1.67712468938741	0.0100459803296895
HELPU_007713	-4.98884174961802	0.00940329272238548
HELPU_009081	3.49000908994772	0.0084670125665975
HELPU_015180	-10.2090535283574	0.0488893350482115
HELPU_021773	3.77140858124947	1.79237606645136e-06
HELPU_015386	-8.89631058251205	0.0465732686457146
HELPU_015385	-7.6457105409432	0.0334686451582692
HELPU_021829	7.68795487907527	0.0260071846439821
HELPU_019867	-7.6147248650224	0.0357423074941271
HELPU_009968	-4.95394884899101	0.00523277023445403
HELPU_009195	1.51692909936806	0.0443706445689738
HELPU_008365	6.89477857855036	1.33986524156561e-05
HELPU_004204	2.49637551035015	0.0441334497352218
HELPU_007060	2.6474833618259	0.00341485450547773
HELPU_005205	4.70461445441399	0.0390542731064101
HELPU_016266	2.16893434640518	0.0293912058605788
HELPU_023867	4.30895960682466	1.33986524156561e-05
HELPU_002119	7.29358505024204	2.68221154739257e-23
HELPU_007047	2.41331602433455	0.000334324756464829
HELPU_017556	-2.92572504431799	0.0062563127249791
HELPU_010303	2.90548139615278	0.00978908247295216
HELPU_012627	2.66436369483299	0.00451728256749319
HELPU_012630	2.16677623033942	0.0450569638079921
HELPU_012253	-8.42554426940608	0.00262111569439031
HELPU_007756	1.89925690105156	0.0118665478112481
HELPU_012899	4.21222636580349	0.0146350145000115
HELPU_008027	-4.19132441756479	1.84871862391008e-09
HELPU_005784	1.60725697199546	0.0465732686457146
HELPU_017686	4.35930836997649	0.0171709060802968
HELPU_007245	2.80198999981727	0.0137321919342858
HELPU_016390	2.10042177632012	0.00120937161905102
HELPU_013818	-5.06154408848495	2.39746355183192e-05
HELPU_007292	-4.05674760740224	0.021127707629551
HELPU_015742	-7.88328326761601	0.00227131029486197
HELPU_002304	-2.90550257483376	0.00365524287683788
HELPU_011550	5.53767591935558	0.0102573267396083
HELPU_021055	2.45760153628588	0.00880493959475992
HELPU_014142	2.70960053558506	0.00378101367831634
HELPU_017295	6.59303164141231	1.76972388629396e-06
HELPU_021543	-3.53514939283768	0.027672350529316
HELPU_019090	4.98694531275881	0.0221168238961844
HELPU_000326	-8.61724614665302	0.0240412227890727
HELPU_000354	2.57912279218418	0.0087642394703444
HELPU_000360	4.15842016838357	0.0465732686457146
HELPU_000366	2.86583431839142	0.000866830984850358
HELPU_012594	-6.36375910592948	0.0401556321724932
HELPU_021853	-6.43752743170449	0.00373137016345671
HELPU_005004	-2.45298045492437	0.0322185632468711
HELPU_005000	-8.69156137303656	9.55323396017805e-05
HELPU_017809	5.69615338711535	0.00494119674197819
HELPU_017811	3.61949359080374	0.00438141657015708
HELPU_007815	-3.03747206783451	0.0420945144009204
HELPU_010290	-9.92799038139111	0.000170536805550888
HELPU_006705	2.78783889651875	0.000148188997997768
HELPU_007780	-10.2363186069281	0.0334592292401279
HELPU_010404	-2.81627162589448	0.0493895077636457
HELPU_023657	3.51447012541262	0.0334592292401279
HELPU_005390	-2.46552541147598	0.0465732686457146
HELPU_018212	3.0589488741567	0.00262111569439031
HELPU_021401	2.54702745351315	0.00617756364072087
HELPU_020540	-8.58686868870386	0.0107508472584898
HELPU_008976	-4.29418770645161	0.0249255580753238
HELPU_008973	-2.25112649102831	0.0312950762003707
HELPU_021572	1.20193128547901	0.0489442969333184
HELPU_007307	2.86595735520657	0.0365167993467688
HELPU_013141	-9.39755693775269	0.00303455920751877
HELPU_006621	2.27723343970043	0.0416755906362393
HELPU_002986	2.02787633893991	0.00680075034230964
HELPU_017280	5.3076481066555	0.00123070367146811
HELPU_022272	2.71739186235872	0.0157938165825694
HELPU_020197	-5.62589715280568	0.00828694924078103
HELPU_000638	-6.03269792042204	0.035431375093223
HELPU_016645	-6.13323375192747	0.0371953048061607
HELPU_012215	-10.0217347634108	1.47062499176621e-11
HELPU_022000	-8.27932212520293	0.00494119674197819
HELPU_019802	3.8310026001953	0.0493895077636457
HELPU_004850	6.06787106259951	0.0174675336872889
HELPU_012173	3.28469095243983	0.0463861260706126
HELPU_007274	3.10404420653749	0.00120937161905102
HELPU_007945	1.48903572798636	0.017579115065781
HELPU_018688	1.52964092027616	0.0215981587734251
HELPU_011922	-10.0281185523907	0.0322185632468711
HELPU_003456	-2.40262254509849	0.0483917729938513
HELPU_016328	5.62149895507311	0.0130961161701122
HELPU_022902	9.23938932496071	5.38961610951548e-15
HELPU_021488	1.87410025463162	0.0358491365961269
HELPU_007845	2.37782141776207	0.017579115065781
HELPU_011106	-5.26636731113864	0.0294139612599468
HELPU_010441	-6.74342310827075	0.00181678932897578
HELPU_010902	7.4818351775014	0.00373137016345671
HELPU_003040	1.30859681722885	0.0465732686457146
HELPU_010523	-6.37729932630226	5.28705503196485e-07
HELPU_010095	-4.15685818125584	0.000353380221293237
HELPU_018186	-6.45771592753552	0.0136502357423241
HELPU_017336	5.13965358220931	0.0135332357921451
HELPU_012496	-7.14054043494747	0.00173605519421022
HELPU_004502	1.94868582122314	0.0294139612599468
HELPU_014793	7.90681684253522	2.53517876807627e-06
HELPU_019973	10.0475357054831	0.000983583546721956
HELPU_016063	-2.66100585768655	0.00923996432284475
HELPU_023856	2.29261746803442	0.0240412227890727
HELPU_004809	3.35750846698592	0.000515427661459954
HELPU_012366	2.20278027688076	0.00306506546869149
HELPU_003913	-3.58854136191391	0.0249255580753238
HELPU_014508	2.24374897356949	0.0378216070163592
HELPU_008393	3.69050260513521	0.0146857191094596
HELPU_013615	-2.02520615237475	0.0261093565597858
HELPU_003414	2.41928355943461	0.0294139612599468
HELPU_014328	4.56205825271393	0.00164186770779404
HELPU_014336	-3.34328562511123	0.0146350145000115
HELPU_014337	-6.07929121938187	0.00348223697993863
HELPU_012288	1.61918717480241	0.0450569638079921
HELPU_015479	3.06533004686218	0.0183195769434787
HELPU_018162	2.12941233266052	0.00917886598926591
HELPU_017568	3.66606120375971	0.0183195769434787
HELPU_012518	4.18999974175444	0.00173605519421022
HELPU_017293	3.74497476331417	0.0144530498137772
HELPU_011200	3.88323936730788	9.30747225223702e-06
HELPU_006908	6.09018065361402	3.14766510314625e-06
HELPU_009439	3.17532647005343	0.0319101800118846
HELPU_009175	2.22093624952034	0.0294139612599468
HELPU_007691	4.4842520783984	0.0454072712872249
HELPU_015886	-7.3363445085369	0.00780028908582904
HELPU_023405	-5.45599999521785	0.0240412227890727
HELPU_010667	-2.24417386629477	0.0217077891804599
HELPU_015636	-5.03794948242501	0.00801678968935313
HELPU_018662	-7.35051752564881	6.87251792857607e-05
HELPU_013502	3.42229197041585	0.0192352365701452
HELPU_013863	-1.52711065830699	0.0183195769434787
HELPU_018816	-8.67975713722977	0.00494119674197819
HELPU_010244	1.79974294316563	0.0337259689596632
HELPU_014458	3.19332426198614	0.0294139612599468
HELPU_011956	-8.63154156417584	0.0450569638079921
HELPU_020185	2.00981552651865	0.0241807657603767
HELPU_005982	-2.16084464550639	0.00494119674197819
HELPU_016386	2.60380020383464	0.000313562289600871
HELPU_008737	-9.14922594854373	0.0012363170966629
HELPU_014223	3.1748820871365	0.0400859755379976
HELPU_017263	7.100808711752	0.000825102303589616
HELPU_000842	3.30187751019162	0.0465732686457146
HELPU_000875	2.10419856345756	0.000714448588421468
HELPU_016300	2.66292986399252	0.00481382288988784
HELPU_016753	-3.98581773868783	0.0397144718231698
HELPU_017761	-7.64340823943143	0.00164186770779404
HELPU_002034	1.34469399874449	0.0497863297971907
HELPU_023783	-3.52118522479623	0.0313020161459784
HELPU_014780	2.78624892490089	0.0183195769434787
HELPU_020122	-7.35611416077385	0.00108686762914084
HELPU_018592	4.18657096939657	0.0360794014509295
HELPU_001229	1.84714458389633	0.028977028336208
HELPU_022956	-9.124812145196	0.000334324756464829
HELPU_009805	4.15906888606693	9.30747225223702e-06
HELPU_016206	-2.11511353540695	0.00241232601779598
HELPU_019315	3.52049652164502	0.0319101800118846
HELPU_005662	6.14030591278245	0.00173605519421022
HELPU_021486	2.84810330330443	0.0171709060802968
HELPU_008199	1.52397405930082	0.0450569638079921
HELPU_012509	-8.71218660859246	1.78828769207558e-05
HELPU_011644	3.3628094766859	0.0130961161701122
HELPU_007086	5.36261481464894	1.33986524156561e-05
HELPU_010242	-4.26864002026026	0.0378216070163592
HELPU_011369	-7.14011288174614	0.00698748464137344
HELPU_004579	4.92146610028158	1.1003369814179e-05
HELPU_011741	9.02490260227015	0.000319739360262789
HELPU_017538	3.96918713164909	0.0192352365701452
HELPU_017074	4.01752234402904	0.00484385984766044
HELPU_007258	1.93537188723811	0.0147419548836227
HELPU_007257	1.70555236811695	0.0294139612599468
HELPU_006200	-3.33913838361436	0.0273569489552445
HELPU_019469	-4.15420954564561	0.010511747150849
HELPU_021209	7.83143341224246	5.53104852593619e-06
HELPU_019257	4.92705398317728	0.00120937161905102
HELPU_000570	2.82162218046325	0.00816186819075383
HELPU_012881	1.55900559266475	0.00694978685914095
HELPU_016796	5.87642533481773	0.00013251569477204
HELPU_008883	1.51958122182569	0.0483917729938513
HELPU_008377	2.58779124590337	0.0144530498137772
HELPU_000886	-3.83268021579878	0.0483365985113145
HELPU_016829	7.31025672959196	1.4441071758755e-08
HELPU_009241	-4.10878835576855	0.00339553182716119
HELPU_019072	3.99091176094134	0.00120937161905102
HELPU_022246	5.78768823353732	0.0157776015735538
HELPU_015997	-9.7565359566062	1.99258741156011e-11
HELPU_015998	-5.54585207571516	3.13126336629846e-05
HELPU_013437	-6.08376654011728	0.00594176982473855
HELPU_023553	3.56879607343327	0.00013251569477204
HELPU_019660	5.12150391443322	0.0183195769434787
HELPU_015975	-2.27739634593563	0.000874949470033873
HELPU_010566	-7.5548703984771	0.00801678968935313
HELPU_019274	6.44703611899914	0.0157776015735538
HELPU_023944	-8.51420801679302	0.0154166683409977
HELPU_011354	2.42011668757286	0.0192352365701452
HELPU_013910	2.61630494477417	0.0223655789208253
HELPU_020387	6.6362323669828	0.0483917729938513
HELPU_022045	8.27700775216368	1.12176174567292e-10
HELPU_007500	6.00449792349503	9.30747225223702e-06
HELPU_012237	2.32851215471008	0.0166427795044636
