logFC	padj
HELPU_003668	3.8625588237475	0.034994104909703
HELPU_015767	-1.61861766704849	0.0415775319883767
HELPU_021995	3.20648572571317	0.000365326341449715
HELPU_007666	1.30656535276428	0.0366004787964615
HELPU_008572	-1.62604076818277	0.0142097415508221
HELPU_006688	-1.60102797810573	0.049647032686676
HELPU_012341	-6.11490664631809	1.04615237161386e-06
HELPU_016907	2.74420955501921	0.0188482815255587
HELPU_005122	-2.04123713520164	0.0360242902220859
HELPU_006315	1.20098819839088	0.00885656588834169
HELPU_014871	2.74219052681371	0.000222848939369226
HELPU_004276	-2.12546293488849	0.0325718759123406
HELPU_004268	-0.918852762898435	0.0260405843204705
HELPU_011147	2.70562136021944	0.0219482280085612
HELPU_022322	5.46084094940039	0.00361492060507381
HELPU_021738	-1.56710938909209	0.024265218310438
HELPU_006131	-1.27289941548308	0.0273523749078662
HELPU_006050	-2.2369215129212	0.0179011772163035
HELPU_021065	2.86334440768419	0.00522476038478185
HELPU_015500	1.81307279447989	0.0491701754050239
HELPU_015814	2.26785434359246	0.0333226665877443
HELPU_006387	-3.14489718884249	0.030366040290321
HELPU_019433	-3.02477783840443	6.72007011043143e-05
HELPU_023690	-4.23536356609686	0.00123405573180364
HELPU_007509	-1.72130113488268	0.00482877272547936
HELPU_007513	-2.77502136962249	1.74682016688992e-05
HELPU_018467	1.58558991129851	0.0103683876788521
HELPU_011218	1.88748947274543	0.00153297625668917
HELPU_005498	-1.23383784522819	0.00708230647874044
HELPU_004566	1.95998751474187	0.00125318686129918
HELPU_008746	1.28917773827384	0.0176871237747088
HELPU_017613	2.83360174343395	0.0067483065819377
HELPU_017614	2.9093793443237	0.00314034226201418
HELPU_009721	-0.897458907814893	0.0411914678127534
HELPU_011936	5.47351794427477	0.00423127861142081
HELPU_016980	1.62511437378674	0.0217142727752172
HELPU_003630	-1.29588152052747	0.0206736481473927
HELPU_007605	2.0697942587474	0.0466302569908238
HELPU_018624	-2.05131536863958	0.0269513112194404
HELPU_009753	3.63573844860649	0.00656537392926144
HELPU_004633	1.65938182273173	0.0243990142313735
HELPU_001030	2.29509230844481	0.0142097415508221
HELPU_001052	1.05717189011644	0.0367023937009608
HELPU_010065	-1.75950577947079	0.0381751929513222
HELPU_003661	-2.68980089227381	0.039853447104198
HELPU_009193	-2.91401988472017	0.00656537392926144
HELPU_001344	1.4299537255719	0.0408642397829612
HELPU_018221	1.09390365611385	0.00746287239512248
HELPU_017679	-1.6160455277212	0.0222857690394939
HELPU_001525	-2.70107449552673	0.0399901537010133
HELPU_001526	-2.55426547890187	0.00237766955147591
HELPU_001528	-2.7289169186208	4.02225453726083e-05
HELPU_001527	-3.28545315161313	0.00423127861142081
HELPU_005943	-1.46510174525303	0.0228440665839708
HELPU_005944	-1.26126469476414	0.00421274531468132
HELPU_005946	-1.58612136388578	0.0284610209170561
HELPU_009648	-2.34630632167986	0.01060298526099
HELPU_021706	4.36690097165528	3.03297426145846e-05
HELPU_007972	-1.8972956901125	0.000175292824068378
HELPU_002400	1.47431737104625	0.027956142419362
HELPU_002409	1.83874257179312	0.0243990142313735
HELPU_001654	1.63173153335707	0.0476074625130066
HELPU_004726	-2.10464907623485	0.0243990142313735
HELPU_019628	2.1977853464421	0.00680177375879245
HELPU_018544	-1.93928024950973	0.042461561898798
HELPU_022131	1.23080687672693	0.0403785687400534
HELPU_005095	-1.44284841891659	0.0413815110609281
HELPU_016987	3.03154183823053	0.0354963496767054
HELPU_009970	-1.83204752378667	0.00529613254284115
HELPU_008102	-1.21088903711309	0.0256599361493463
HELPU_023704	2.22683809486132	0.00404515052946669
HELPU_019535	-4.14568973789624	0.035290094863924
HELPU_013355	0.913735101827753	0.0349103098397617
HELPU_020116	2.09373161860678	0.0419988206814047
HELPU_023138	-1.25785279863102	0.0403148326248623
HELPU_007156	2.55732073647107	0.0142097415508221
HELPU_004398	1.62430600785517	0.0217142727752172
HELPU_009108	4.29364627749894	0.0394718498759536
HELPU_006516	2.09812156922183	0.00753856763477539
HELPU_002094	-2.28044631803837	3.31150999408954e-10
HELPU_002097	-2.49966466179616	5.20255968112595e-06
HELPU_007042	2.04918005489075	0.0142097415508221
HELPU_009828	-1.7940835338924	0.017669722717856
HELPU_014391	1.49586370223378	0.0260405843204705
HELPU_012627	1.81762751181241	0.0243990142313735
HELPU_009715	3.02249729189453	0.035433982714274
HELPU_012791	2.21264280013493	0.00827109002332445
HELPU_021768	-4.12699566003923	0.00237766955147591
HELPU_010512	-2.19263023773675	0.00125318686129918
HELPU_007753	-1.58977767133664	0.00581242234677674
HELPU_007752	-1.63430031391965	0.0120314363750647
HELPU_006702	-2.7543679689646	0.00175887541108322
HELPU_006009	-0.787851154307916	0.0457826341690706
HELPU_014082	1.091258577225	0.015132647336832
HELPU_013345	2.28280217315659	0.00330574692462997
HELPU_014771	-1.01725227178553	0.0192291992655099
HELPU_009514	-1.15061305900208	0.0238416921742859
HELPU_006828	-2.74418275260621	0.0354218115970369
HELPU_005783	-1.60020818810919	0.00271240567999842
HELPU_009931	-2.11402233109692	0.0067483065819377
HELPU_015451	-1.74214043491969	0.00131990528775748
HELPU_020817	-2.00377101576368	0.00881581672809111
HELPU_004853	-1.95431032244766	0.0240081888952962
HELPU_011652	1.79287595999811	0.0233379124401672
HELPU_016460	1.66579130137598	0.00266577958878912
HELPU_000013	-0.947695933947774	0.0144783920063521
HELPU_000044	1.34043700214468	0.00675319518447765
HELPU_000096	-1.63366131489228	0.0217142727752172
HELPU_000091	1.49403151036921	0.0184617668985672
HELPU_001963	-2.56951865076821	0.00237766955147591
HELPU_001966	2.33924097229823	0.00924340103854278
HELPU_005462	-1.40991794673417	0.0098589068616889
HELPU_007293	4.79401604891876	0.00844737973875327
HELPU_014632	1.03912765112304	0.0127827018777725
HELPU_006297	1.94124059544678	0.0204563544795733
HELPU_012166	-2.87671536692627	0.0285807931159173
HELPU_001792	-1.39598329116908	0.0260405843204705
HELPU_002299	-3.34835203834322	0.00617356895135895
HELPU_020811	-1.7325630326597	0.047221498716898
HELPU_007317	-6.39874008391448	0.00125318686129918
HELPU_015376	-2.27331279180929	0.011337009894137
HELPU_013165	-1.80835629709682	0.0146065909903535
HELPU_001537	-2.46608363998882	2.37029945481162e-05
HELPU_001545	1.9392627296023	0.014135058915428
HELPU_001544	-1.59978122647109	0.00309199013308323
HELPU_021968	-2.00251588575225	0.01060298526099
HELPU_019090	-4.04763312098301	0.0232370929727853
HELPU_015182	-2.20169371183409	0.0106521166729915
HELPU_018189	-1.5738459712593	0.0183090679391309
HELPU_000376	1.50491332438279	0.00708230647874044
HELPU_010808	1.35107660375674	0.000168187968256009
HELPU_005000	3.53725895797984	0.00375565919986193
HELPU_009044	9.76938758751936	0.00337912770958193
HELPU_012714	-3.26731801859226	0.00123405573180364
HELPU_012716	1.20122723815471	0.0350858230189673
