category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0010142	farnesyl diphosphate biosynthetic proces...	1	HELPU_018688	1.52964092027616	0.0035	1.52964092027616
BP	GO:0010951	negative regulation of endopeptidase act...	1	HELPU_005784	1.60725697199546	0.0035	1.60725697199546
BP	GO:1905691	lipid droplet disassembly	1	HELPU_021401	2.54702745351315	0.0035	2.54702745351315
BP	GO:0033528	S-methylmethionine cycle	1	HELPU_012899	4.21222636580349	0.0035	4.21222636580349
BP	GO:0006432	phenylalanyl-tRNA aminoacylation	1	HELPU_007292	-4.05674760740224	0.007	-4.05674760740224
BP	GO:0071918	urea transmembrane transport	1	HELPU_009175	2.22093624952034	0.007	2.22093624952034
BP	GO:1990822	basic amino acid transmembrane transport	1	HELPU_016386	2.60380020383464	0.0096	2.60380020383464
BP	GO:0043162	ubiquitin-dependent protein catabolic pr...	1	HELPU_000962	-1.69031575135559	0.0113	-1.69031575135559
BP	GO:0019287	isopentenyl diphosphate biosynthetic pro...	1	HELPU_018688	1.52964092027616	0.013	1.52964092027616
BP	GO:0010077	maintenance of inflorescence meristem id...	1	HELPU_005662	6.14030591278245	0.0156	6.14030591278245
BP	GO:0015808	L-alanine transport	1	HELPU_016386	2.60380020383464	0.0165	2.60380020383464
BP	GO:0110126	phloem loading	1	HELPU_016386	2.60380020383464	0.0173	2.60380020383464
BP	GO:0098712	L-glutamate import across plasma membran...	1	HELPU_016386	2.60380020383464	0.0216	2.60380020383464
BP	GO:0009086	methionine biosynthetic process	1	HELPU_012899	4.21222636580349	0.0267	4.21222636580349
BP	GO:0010582	floral meristem determinacy	1	HELPU_005662	6.14030591278245	0.0267	6.14030591278245
BP	GO:0006623	protein targeting to vacuole	1	HELPU_000962	-1.69031575135559	0.0436	-1.69031575135559
BP	GO:0006995	cellular response to nitrogen starvation	1	HELPU_009175	2.22093624952034	0.0461	2.22093624952034
BP	GO:0090304	nucleic acid metabolic process	4	HELPU_005662	6.14030591278245	0.0536	NA
BP	GO:0090304	nucleic acid metabolic process	4	 HELPU_005784	NA	0.0536	NA
BP	GO:0090304	nucleic acid metabolic process	4	 HELPU_007292	NA	0.0536	NA
BP	GO:0090304	nucleic acid metabolic process	4	 HELPU_016796	NA	0.0536	NA
BP	GO:0006612	protein targeting to membrane	1	HELPU_000962	-1.69031575135559	0.0603	-1.69031575135559
BP	GO:0010167	response to nitrate	1	HELPU_020185	2.00981552651865	0.0603	2.00981552651865
BP	GO:0006694	steroid biosynthetic process	1	HELPU_018688	1.52964092027616	0.0717	1.52964092027616
BP	GO:0009911	positive regulation of flower developmen...	1	HELPU_005662	6.14030591278245	0.0774	6.14030591278245
BP	GO:0045814	negative regulation of gene expression, ...	1	HELPU_015352	4.82664576288701	0.0847	4.82664576288701
BP	GO:0009933	meristem structural organization	1	HELPU_005662	6.14030591278245	0.1133	6.14030591278245
BP	GO:0071705	nitrogen compound transport	4	HELPU_000962	-1.69031575135559	0.1612	NA
BP	GO:0071705	nitrogen compound transport	4	 HELPU_009175	NA	0.1612	NA
BP	GO:0071705	nitrogen compound transport	4	 HELPU_016386	NA	0.1612	NA
BP	GO:0071705	nitrogen compound transport	4	 HELPU_020185	NA	0.1612	NA
BP	GO:0016311	dephosphorylation	1	HELPU_002986	2.02787633893991	0.2495	2.02787633893991
BP	GO:0006357	regulation of transcription by RNA polym...	1	HELPU_005662	6.14030591278245	0.2562	6.14030591278245
BP	GO:0006281	DNA repair	1	HELPU_005784	1.60725697199546	0.3487	1.60725697199546
BP	GO:0032259	methylation	1	HELPU_012899	4.21222636580349	0.3511	4.21222636580349
BP	GO:0045893	positive regulation of DNA-templated tra...	1	HELPU_005662	6.14030591278245	0.3815	6.14030591278245
BP	GO:0060560	developmental growth involved in morphog...	1	HELPU_005662	6.14030591278245	0.5128	6.14030591278245
BP	GO:0006468	protein phosphorylation	1	HELPU_012899	4.21222636580349	0.5789	4.21222636580349
BP	GO:0005975	carbohydrate metabolic process	1	HELPU_002986	2.02787633893991	0.6454	2.02787633893991
BP	GO:0010154	fruit development	1	HELPU_005662	6.14030591278245	0.7142	6.14030591278245
BP	GO:0006952	defense response	1	HELPU_016386	2.60380020383464	0.8553	2.60380020383464
BP	GO:0009240	isopentenyl diphosphate biosynthetic pro...	1	HELPU_018688	1.52964092027616	1	1.52964092027616
