logFC	logCPM	F	PValue	FDR
jcf7180000417799_34801_35300	-2.85468109439319	3.16768411635702	93.5183909400702	1.23661432370118e-11	7.67397799304627e-07
jcf7180000421860_30201_30800	-3.53357916463256	3.18505757720015	83.4962853643569	5.45920372556346e-11	1.83780973876108e-06
jcf7180000352963_42001_42100	-5.57178284756565	3.89439022293123	78.1258560839246	1.33985335000355e-10	2.93829707654733e-06
jcf7180000347880_47601_47800	-3.93264818758274	2.20123189760667	77.6758504426052	1.37157354910527e-10	2.93829707654733e-06
jcf7180000385938_7201_7300	-5.94397274861736	1.42597722386911	72.2375252328136	3.3901348524884e-10	4.86226099345343e-06
jcf7180000362685_4201_4400	-3.80550781060052	3.41227239548998	71.1610206446328	4.07732631775517e-10	5.20577499472762e-06
jcf7180000418199_17901_18100	-3.61378753073715	1.63140956628413	69.143500279844	5.79194133298316e-10	6.13823636614345e-06
jcf7180000365456_30001_30600	-2.38799108967209	4.37710566205271	68.5580262784149	6.42124141431528e-10	6.13823636614345e-06
jcf7180000355113_23001_23400	-3.5326818633851	2.5901195692374	63.5853202202458	1.58002313558595e-09	1.03426119978879e-05
jcf7180000392637_55801_55900	-4.7605718437232	1.22120008787897	61.8824764735851	2.17340840175173e-09	1.24918503239317e-05
jcf7180000417120_217201_217800	-3.11126653326137	3.36847560347304	61.1977802103982	2.4746442639664e-09	1.38845808439987e-05
jcf7180000348922_96901_97000	-6.90298369027095	1.7296085070452	60.918835366994	2.77602955972107e-09	1.52133521343681e-05
jcf7180000350533_30401_30900	-3.87902434609327	2.64863336183233	59.9654641977105	3.13324314018885e-09	1.54440597736902e-05
jcf7180000359569_1201_1700	-3.28630292526299	3.79451856821005	59.3462294495057	3.53180450364443e-09	1.54440597736902e-05
jcf7180000414026_6701_6900	-4.45605144360565	1.80969519239914	59.3271709754814	3.54488869913593e-09	1.54440597736902e-05
jcf7180000347130_247301_247500	-5.49257935893196	1.50418990139253	59.2433016158885	3.60307807921514e-09	1.54440597736902e-05
jcf7180000393193_3401_3600	-3.36998013366073	2.60232519706175	58.8598105962558	3.882280116061e-09	1.61707656818492e-05
jcf7180000349397_165601_165700	-5.6072160802948	0.877058014814809	63.1187263750806	3.91143531691105e-09	1.61707656818492e-05
jcf7180000350121_25401_25700	-3.25206721728505	2.10514492486361	58.6423174042835	4.05068957437876e-09	1.64577422222747e-05
jcf7180000367403_5301_5600	-2.15830515721176	3.91232997318234	58.1625380699837	4.45004294467591e-09	1.74787652562533e-05
jcf7180000347571_17101_17500	-2.9122359319672	2.50020809681945	57.2722506682445	5.30521206770651e-09	1.92335158302632e-05
jcf7180000349429_30001_30600	-2.36131648909644	3.58423970889426	56.9346156165629	5.67345584485359e-09	1.99545603476954e-05
jcf7180000417540_91801_92300	-2.4872064569762	3.71355196175517	56.7978746903355	5.83017968956698e-09	2.01888031108588e-05
jcf7180000347555_104201_104600	-2.41328625273792	3.33899735718969	56.7285276236292	5.91140039570915e-09	2.01888031108588e-05
jcf7180000362689_9501_9700	-7.32401954538455	1.05802968726052	59.6523764533777	7.20874183531992e-09	2.29560435437159e-05
jcf7180000420486_267101_267400	-3.52750500196621	4.54128045762056	54.7237721624796	8.85921965429513e-09	2.52597380926561e-05
jcf7180000350790_105801_105900	-6.16999966646788	1.17382138277027	53.7594269503454	1.0797639702883e-08	2.89144840184555e-05
jcf7180000416552_9301_9400	-4.57971138821905	3.68924398978198	53.5082772734852	1.21523184343361e-08	3.12364662242951e-05
