combination	observed	expected	p_value	p_label	significant
1	64	64	1	1.000	FALSE
3	18	18	1	1.000	FALSE
4	115	115	1	1.000	FALSE
5	0	0	1	1.000	FALSE
1_3	1	0.08	0.0792079207920792	0.079	FALSE
1_4	7	0.42	0.0099009900990099	0.010	TRUE
1_5	0	0	1	1.000	FALSE
3_4	2	0.13	0.0099009900990099	0.010	TRUE
3_5	0	0	1	1.000	FALSE
4_5	0	0	1	1.000	FALSE
1_3_4	1	0	0.0099009900990099	0.010	TRUE
1_3_5	0	0	1	1.000	FALSE
1_4_5	0	0	1	1.000	FALSE
3_4_5	0	0	1	1.000	FALSE
1_3_4_5	0	0	1	1.000	FALSE
